Unnamed: 0,prompt,completion,predicted_result,NRMSE
3039,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '22' ) and    Fuel_Price between 2 and 3  ,1012975.0,1279824373001,12073366.866459245
3040,select avg(Weekly_Sales) from Walmart where Store in ( '15' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,625068.0,631324225964978,12073366.866459245
3041,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '32' ) and    Fuel_Price between 3 and 4  ,1176509.0,1453973914,12073366.866459245
3042,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '19' ) and    Fuel_Price between 2 and 3  ,1564001.0,2,12073366.866459245
3043,select avg(Weekly_Sales) from Walmart where Store in ( '15' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,719644.0,846769175482,12073366.866459245
3044,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,709824.0,965892,12073366.866459245
3045,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '9' ) and    Fuel_Price between 2 and 3  ,518245.0,626,12073366.866459245
3046,select avg(Weekly_Sales) from Walmart where Store in ( '23' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1334248.0,1348117172225892,12073366.866459245
3047,select avg(Weekly_Sales) from Walmart where Store in ( '22' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,973372.0,2,12073366.866459245
3048,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '19' ) and    Fuel_Price between 2 and 3  ,1564001.0,2,12073366.866459245
3049,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '40' ) and    Fuel_Price between 2 and 3  ,961324.0,1025953101,12073366.866459245
3050,select avg(Weekly_Sales) from Walmart where Store in ( '45' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,765212.0,764,12073366.866459245
3051,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '28' ) and    Fuel_Price between 2 and 3  ,1422630.0,1582960824,12073366.866459245
3052,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '45' ) and    Fuel_Price between 2 and 3  ,765212.0,765365089524,12073366.866459245
3053,select avg(Weekly_Sales) from Walmart where Store in ( '37' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,523090.0,848892024079058,12073366.866459245
3054,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 4 and 4  ,697317.0,1592818521212,12073366.866459245
3055,select avg(Weekly_Sales) from Walmart where Store in ( '37' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,504675.0,631824542363,12073366.866459245
3056,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '29' ) and    Fuel_Price between 2 and 3  ,529191.0,1218734337308,12073366.866459245
3057,select avg(Weekly_Sales) from Walmart where Store in ( '40' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,1008034.0,1581324307892,12073366.866459245
3058,select avg(Weekly_Sales) from Walmart where Store in ( '44' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,279973.0,334694,12073366.866459245
3059,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '33' ) and    Fuel_Price between 2 and 3  ,274024.0,309,12073366.866459245
3060,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '13' ) and    Fuel_Price between 2 and 3  ,2061192.0,1,12073366.866459245
3061,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1483606.0,1309694914769,12073366.866459245
3062,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '18' ) and    Fuel_Price between 2 and 3  ,1126892.0,1978058185186,12073366.866459245
3063,select avg(Weekly_Sales) from Walmart where Store in ( '16' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,559179.0,540,12073366.866459245
3064,select avg(Weekly_Sales) from Walmart where Store in ( '1' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1618090.0,2,12073366.866459245
3065,select avg(Weekly_Sales) from Walmart where Store in ( '6' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1674511.0,1279968031964,12073366.866459245
3066,select avg(Weekly_Sales) from Walmart where Store in ( '41' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1263101.0,1283251892031,12073366.866459245
3067,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '20' ) and    Fuel_Price between 2 and 3  ,2031089.0,909410713308,12073366.866459245
3068,select avg(Weekly_Sales) from Walmart where Store in ( '12' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,992521.0,2,12073366.866459245
3069,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '33' ) and    Fuel_Price between 2 and 3  ,283858.0,406,12073366.866459245
3070,select avg(Weekly_Sales) from Walmart where Store in ( '18' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1062979.0,1965056192,12073366.866459245
3071,select avg(Weekly_Sales) from Walmart where Store in ( '2' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2096524.0,1965372958,12073366.866459245
3072,select avg(Weekly_Sales) from Walmart where Store in ( '16' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,571769.0,552,12073366.866459245
3073,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,699133.0,769214,12073366.866459245
3074,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1356044.0,1948975035959,12073366.866459245
3075,select avg(Weekly_Sales) from Walmart where Store in ( '23' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1496461.0,1433518208,12073366.866459245
3076,select avg(Weekly_Sales) from Walmart where Store in ( '2' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2096524.0,1337649097839,12073366.866459245
3077,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '29' ) and    Fuel_Price between 3 and 4  ,539155.0,1093817810,12073366.866459245
3078,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1444302.0,1948622892035,12073366.866459245
3079,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '42' ) and    Fuel_Price between 3 and 4  ,556390.0,519,12073366.866459245
3080,select avg(Weekly_Sales) from Walmart where Store in ( '33' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,255649.0,453,12073366.866459245
3081,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '33' ) and    Fuel_Price between 2 and 3  ,283858.0,252,12073366.866459245
3082,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1483606.0,2,12073366.866459245
3083,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '8' ) and    Fuel_Price between 2 and 4  ,975330.0,1356733196,12073366.866459245
3084,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '9' ) and    Fuel_Price between 3 and 4  ,604025.0,714892029978620,12073366.866459245
3085,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '26' ) and    Fuel_Price between 2 and 3  ,982824.0,1447824372959,12073366.866459245
3086,select avg(Weekly_Sales) from Walmart where Store in ( '41' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1189694.0,2,12073366.866459245
3087,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '40' ) and    Fuel_Price between 4 and 4  ,918170.0,1384965530,12073366.866459245
3088,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '5' ) and    Fuel_Price between 2 and 4  ,314892.0,505,12073366.866459245
3089,select avg(Weekly_Sales) from Walmart where Store in ( '43' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,620511.0,752139314533224,12073366.866459245
3090,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '13' ) and    Fuel_Price between 2 and 3  ,2061192.0,2,12073366.866459245
3091,select avg(Weekly_Sales) from Walmart where Store in ( '37' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,513652.0,523613035056,12073366.866459245
3092,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '14' ) and    Fuel_Price between 3 and 4  ,2163730.0,1365029023,12073366.866459245
3093,select avg(Weekly_Sales) from Walmart where Store in ( '16' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,510610.0,523005738582,12073366.866459245
3094,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '33' ) and    Fuel_Price between 3 and 4  ,253114.0,302,12073366.866459245
3095,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '44' ) and    Fuel_Price between 2 and 3  ,283978.0,566585209596034,12073366.866459245
3096,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '43' ) and    Fuel_Price between 3 and 4  ,631027.0,1498100024,12073366.866459245
3097,select avg(Weekly_Sales) from Walmart where Store in ( '36' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,418059.0,769,12073366.866459245
3098,select avg(Weekly_Sales) from Walmart where Store in ( '44' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,279973.0,279,12073366.866459245
3099,select avg(Weekly_Sales) from Walmart where Store in ( '6' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1542152.0,1076024225625,12073366.866459245
3100,select avg(Weekly_Sales) from Walmart where Store in ( '37' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,519755.0,519,12073366.866459245
3101,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '42' ) and    Fuel_Price between 2 and 3  ,582400.0,680,12073366.866459245
3102,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '44' ) and    Fuel_Price between 2 and 3  ,283978.0,626,12073366.866459245
3103,select avg(Weekly_Sales) from Walmart where Store in ( '2' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,2067761.0,1597769415975,12073366.866459245
3104,select avg(Weekly_Sales) from Walmart where Store in ( '29' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,631076.0,619,12073366.866459245
3105,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '9' ) and    Fuel_Price between 2 and 3  ,566338.0,890,12073366.866459245
3106,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '19' ) and    Fuel_Price between 3 and 4  ,1447596.0,1892932031071,12073366.866459245
3107,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '31' ) and    Fuel_Price between 3 and 4  ,1405308.0,2,12073366.866459245
3108,select avg(Weekly_Sales) from Walmart where Store in ( '22' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1012975.0,1184389794611,12073366.866459245
3109,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '25' ) and    Fuel_Price between 2 and 3  ,619587.0,1414031337,12073366.866459245
3110,select avg(Weekly_Sales) from Walmart where Store in ( '43' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,620511.0,1142337059,12073366.866459245
3111,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '8' ) and    Fuel_Price between 2 and 3  ,965376.0,1268891821,12073366.866459245
3112,select avg(Weekly_Sales) from Walmart where Store in ( '26' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,982824.0,2,12073366.866459245
3113,select avg(Weekly_Sales) from Walmart where Store in ( '45' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 4 and 4  ,734464.0,559,12073366.866459245
3114,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '20' ) and    Fuel_Price between 3 and 4  ,2295786.0,2,12073366.866459245
3115,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '42' ) and    Fuel_Price between 3 and 4  ,556390.0,625707824,12073366.866459245
3116,select avg(Weekly_Sales) from Walmart where Store in ( '2' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2096524.0,1249348119810,12073366.866459245
3117,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '30' ) and    Fuel_Price between 2 and 4  ,438708.0,371,12073366.866459245
3118,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '23' ) and    Fuel_Price between 3 and 4  ,1414969.0,2,12073366.866459245
3119,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '42' ) and    Fuel_Price between 2 and 3  ,529106.0,518890176389967,12073366.866459245
3120,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '28' ) and    Fuel_Price between 2 and 3  ,1558968.0,2,12073366.866459245
3121,select avg(Weekly_Sales) from Walmart where Store in ( '45' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,765212.0,514,12073366.866459245
3122,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '43' ) and    Fuel_Price between 3 and 4  ,620511.0,1354059892,12073366.866459245
3123,select avg(Weekly_Sales) from Walmart where Store in ( '13' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,2020004.0,1263059524,12073366.866459245
3124,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '39' ) and    Fuel_Price between 2 and 3  ,1353584.0,2,12073366.866459245
3125,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '45' ) and    Fuel_Price between 2 and 3  ,689224.0,736892,12073366.866459245
3126,select avg(Weekly_Sales) from Walmart where Store in ( '21' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,850477.0,1444991165257,12073366.866459245
3127,select avg(Weekly_Sales) from Walmart where Store in ( '44' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,283978.0,368224777389995,12073366.866459245
3128,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '41' ) and    Fuel_Price between 2 and 3  ,1189694.0,2,12073366.866459245
3129,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '20' ) and    Fuel_Price between 2 and 4  ,2103027.0,2,12073366.866459245
3130,select avg(Weekly_Sales) from Walmart where Store in ( '23' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,1462542.0,1433215192,12073366.866459245
3131,select avg(Weekly_Sales) from Walmart where Store in ( '20' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,2031089.0,2,12073366.866459245
3132,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '45' ) and    Fuel_Price between 2 and 3  ,689224.0,765639482263,12073366.866459245
3133,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '25' ) and    Fuel_Price between 3 and 4  ,769699.0,1279059175981,12073366.866459245
3134,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '24' ) and    Fuel_Price between 2 and 3  ,1444302.0,1372424002248,12073366.866459245
3135,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '6' ) and    Fuel_Price between 2 and 3  ,1581317.0,2,12073366.866459245
3136,select avg(Weekly_Sales) from Walmart where Store in ( '8' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,965376.0,1414892300004,12073366.866459245
3137,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '31' ) and    Fuel_Price between 2 and 3  ,1477263.0,1279246539414,12073366.866459245
3138,select avg(Weekly_Sales) from Walmart where Store in ( '19' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1449109.0,2,12073366.866459245
3139,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '9' ) and    Fuel_Price between 2 and 3  ,518245.0,656,12073366.866459245
3140,select avg(Weekly_Sales) from Walmart where Store in ( '29' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,510481.0,565,12073366.866459245
3141,select avg(Weekly_Sales) from Walmart where Store in ( '20' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2062031.0,1372218076,12073366.866459245
3142,select avg(Weekly_Sales) from Walmart where Store in ( '16' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,518446.0,656,12073366.866459245
3143,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '24' ) and    Fuel_Price between 2 and 4  ,1474871.0,1063076001,12073366.866459245
3144,select avg(Weekly_Sales) from Walmart where Store in ( '4' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2159616.0,1873611668,12073366.866459245
3145,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '9' ) and    Fuel_Price between 2 and 3  ,518245.0,699,12073366.866459245
3146,select avg(Weekly_Sales) from Walmart where Store in ( '4' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,2083555.0,2,12073366.866459245
3147,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '16' ) and    Fuel_Price between 3 and 4  ,571769.0,625892192584,12073366.866459245
3148,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '13' ) and    Fuel_Price between 2 and 3  ,1953201.0,2,12073366.866459245
3149,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '27' ) and    Fuel_Price between 3 and 4  ,1917597.0,1028461734524,12073366.866459245
3150,select avg(Weekly_Sales) from Walmart where Store in ( '28' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1558968.0,2,12073366.866459245
3151,select avg(Weekly_Sales) from Walmart where Store in ( '35' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1063046.0,1314521453025,12073366.866459245
3152,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1360383.0,1447914718056,12073366.866459245
3153,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '14' ) and    Fuel_Price between 3 and 4  ,1965337.0,1524975582,12073366.866459245
3154,select avg(Weekly_Sales) from Walmart where Store in ( '15' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,626245.0,372892031948,12073366.866459245
3155,select avg(Weekly_Sales) from Walmart where Store in ( '30' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,430402.0,510,12073366.866459245
3156,select avg(Weekly_Sales) from Walmart where Store in ( '10' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1948279.0,1424948317,12073366.866459245
3157,select avg(Weekly_Sales) from Walmart where Store in ( '34' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,1041978.0,1186892029,12073366.866459245
3158,select avg(Weekly_Sales) from Walmart where Store in ( '29' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,529191.0,561892424966892,12073366.866459245
3159,select avg(Weekly_Sales) from Walmart where Store in ( '12' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1009603.0,2,12073366.866459245
3160,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 3  ,718056.0,1089502769959,12073366.866459245
3161,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1356044.0,1426968932072,12073366.866459245
3162,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '44' ) and    Fuel_Price between 3 and 4  ,306743.0,625027,12073366.866459245
3163,select avg(Weekly_Sales) from Walmart where Store in ( '14' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,2020604.0,2,12073366.866459245
3164,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '45' ) and    Fuel_Price between 2 and 3  ,689224.0,709,12073366.866459245
3165,select avg(Weekly_Sales) from Walmart where Store in ( '31' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1515201.0,2,12073366.866459245
3166,select avg(Weekly_Sales) from Walmart where Store in ( '28' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1422630.0,1283892969400,12073366.866459245
3167,select avg(Weekly_Sales) from Walmart where Store in ( '13' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,2147611.0,1433133326898,12073366.866459245
3168,select avg(Weekly_Sales) from Walmart where Store in ( '37' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,513652.0,519,12073366.866459245
3169,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '17' ) and    Fuel_Price between 2 and 3  ,848389.0,1113383325562,12073366.866459245
3170,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '16' ) and    Fuel_Price between 2 and 3  ,510610.0,518,12073366.866459245
3171,select avg(Weekly_Sales) from Walmart where Store in ( '13' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2061192.0,2,12073366.866459245
3172,select avg(Weekly_Sales) from Walmart where Store in ( '15' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,625068.0,518,12073366.866459245
3173,select avg(Weekly_Sales) from Walmart where Store in ( '40' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1019711.0,1496428500,12073366.866459245
3174,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '21' ) and    Fuel_Price between 2 and 3  ,850477.0,1483400987459,12073366.866459245
3175,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '5' ) and    Fuel_Price between 3 and 4  ,365019.0,552,12073366.866459245
3176,select avg(Weekly_Sales) from Walmart where Store in ( '21' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,850477.0,1390948964765,12073366.866459245
3177,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '44' ) and    Fuel_Price between 3 and 4  ,306743.0,620,12073366.866459245
3178,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '32' ) and    Fuel_Price between 2 and 3  ,1185575.0,1953967502,12073366.866459245
3179,select avg(Weekly_Sales) from Walmart where Store in ( '5' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,351225.0,765308253003,12073366.866459245
3180,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '30' ) and    Fuel_Price between 3 and 4  ,425948.0,631,12073366.866459245
3181,select avg(Weekly_Sales) from Walmart where Store in ( '19' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1453424.0,1186324248,12073366.866459245
3182,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '38' ) and    Fuel_Price between 3 and 4  ,372826.0,586,12073366.866459245
3183,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '15' ) and    Fuel_Price between 2 and 3  ,625068.0,1163192523616,12073366.866459245
3184,select avg(Weekly_Sales) from Walmart where Store in ( '34' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,952833.0,1618210402225,12073366.866459245
3185,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '32' ) and    Fuel_Price between 2 and 4  ,1163769.0,1965892010,12073366.866459245
3186,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '10' ) and    Fuel_Price between 2 and 4  ,2158808.0,1481967948679,12073366.866459245
3187,select avg(Weekly_Sales) from Walmart where Store in ( '16' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,559179.0,816,12073366.866459245
3188,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '45' ) and    Fuel_Price between 3 and 3  ,723987.0,983324892024,12073366.866459245
3189,select avg(Weekly_Sales) from Walmart where Store in ( '44' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,314497.0,523200,12073366.866459245
3190,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1356044.0,1313581685725,12073366.866459245
3191,select avg(Weekly_Sales) from Walmart where Store in ( '14' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 4 and 4  ,1639585.0,2,12073366.866459245
3192,select avg(Weekly_Sales) from Walmart where Store in ( '11' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1433839.0,2,12073366.866459245
3193,select avg(Weekly_Sales) from Walmart where Store in ( '8' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,903743.0,973892089175389,12073366.866459245
3194,select avg(Weekly_Sales) from Walmart where Store in ( '27' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1917597.0,2,12073366.866459245
3195,select avg(Weekly_Sales) from Walmart where Store in ( '45' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,791073.0,548892200223833,12073366.866459245
3196,select avg(Weekly_Sales) from Walmart where Store in ( '34' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,965660.0,1460035611392,12073366.866459245
3197,select avg(Weekly_Sales) from Walmart where Store in ( '8' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,903743.0,1038694643,12073366.866459245
3198,select avg(Weekly_Sales) from Walmart where Store in ( '17' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1018969.0,1447175892,12073366.866459245
3199,select avg(Weekly_Sales) from Walmart where Store in ( '4' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,2298759.0,1496524225353,12073366.866459245
3200,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '33' ) and    Fuel_Price between 2 and 3  ,283858.0,518,12073366.866459245
3201,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '22' ) and    Fuel_Price between 2 and 3  ,1012975.0,1034348200,12073366.866459245
